id,user_name,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.54652E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101800942,116,13563,TRUE,2022-07-11 15:34:12+00:00,"For improved quality of sleep, raise head of your bed by about 3â€?or 5cm and donâ€™t eat 3 hours before bedtime",,Twitter for iPhone,31370,378049,FALSE
1.54637E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101800942,116,13563,TRUE,2022-07-11 05:36:17+00:00,These polar launches will enable complete coverage of Earth (where approved by local government) https://t.co/0ssHobwdp3,,Twitter for iPhone,4987,56798,FALSE
1.54636E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101800942,116,13563,TRUE,2022-07-11 05:11:58+00:00,Chuckmate,,Twitter for iPhone,8526,190447,FALSE
1.54635E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101800942,116,13563,TRUE,2022-07-11 04:28:36+00:00,@PPathole Hello??? @SECGov,,Twitter for iPhone,922,11363,FALSE
1.54673E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899069,116,13580,TRUE,2022-07-12 05:49:03+00:00,@cb_doge But Fifth Element was great,,Twitter for iPhone,218,4974,FALSE
1.54673E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899069,116,13580,TRUE,2022-07-12 05:27:26+00:00,@Erdayastronaut @PPathole @planet4589 @NASASpaceflight Base of the vehicle seems ok by flashlight. I was just out tâ€?https://t.co/NL60XqaLQx,,Twitter for iPhone,579,11851,FALSE
1.54672E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899069,116,13580,TRUE,2022-07-12 05:05:28+00:00,"@ChrisDungeon @alexkehr @BillyM2k @levie Rereading The Life of Greece by Durant. In recent months, read American Caâ€?https://t.co/VDpplbPFmZ",,Twitter for iPhone,444,5604,FALSE
1.54672E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 04:55:53+00:00,@alexkehr @BillyM2k @levie I do recommend a lot of books,,Twitter for iPhone,113,1991,FALSE
1.54672E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 04:39:44+00:00,@levie And too many little red or green LED indicators,,Twitter for iPhone,259,8098,FALSE
1.54672E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 04:38:33+00:00,@BillyM2k @levie YouTube keeps playing me the same annoying scam ads every time I use it. The algorithm is convinceâ€?https://t.co/1w3PHQiolN,,Twitter for iPhone,705,10670,FALSE
1.54668E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 02:16:19+00:00,"@adamirvinmusic @BreitbartNews Trump would be 82 at end of term, which is too old to be chief executive of anythingâ€?https://t.co/MXFQQdmK7g",,Twitter for iPhone,3540,35255,FALSE
1.54667E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 01:53:20+00:00,"@JoeTalkShow @BreitbartNews Yeah, but too much drama. Do we really want a bull in a china shop situation every singâ€?https://t.co/jNuTEDdWQx",,Twitter for iPhone,1029,19809,FALSE
1.54666E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-12 01:10:39+00:00,@BonginoReport Not true,,Twitter for iPhone,10332,262570,FALSE
1.54664E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 23:46:00+00:00,"@planet4589 @NASASpaceflight Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion riâ€?https://t.co/59uJAjy5Sj",,Twitter for iPhone,483,9593,FALSE
1.54664E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 23:37:11+00:00,"@NASASpaceflight Yeah, actually not good. Team is assessing damage.",,Twitter for iPhone,2039,57108,FALSE
1.5466E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 21:07:18+00:00,@BillyM2k Mimic + Dark Moon + Stars of Ruin,,Twitter for iPhone,670,15534,FALSE
1.54655E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 17:50:03+00:00,@WholeMarsBlog Absolutely,,Twitter for iPhone,996,23177,FALSE
1.54653E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 16:03:02+00:00,"@MrBeast Good chance youâ€™re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",,Twitter for iPhone,1162,44915,FALSE
1.54652E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101899092,116,13580,TRUE,2022-07-11 15:34:57+00:00,@GailAlfarATX @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTeslaâ€?https://t.co/I8l3STHVcY,,Twitter for iPhone,1686,24600,FALSE
1.5471E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975420,116,13588,TRUE,2022-07-13 06:17:07+00:00,@cb_doge Ancient times,,Twitter for iPhone,1319,63290,FALSE
1.54709E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975420,116,13588,TRUE,2022-07-13 05:44:29+00:00,"Was just up in the booster propulsion section. Damage appears to be minor, but we need to inspect all the engines.â€?https://t.co/y4RBNuJ5Rs",,Twitter for iPhone,2036,44750,FALSE
1.54709E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975420,116,13588,TRUE,2022-07-13 05:38:17+00:00,Starship launch site tonight https://t.co/Len70RGCNf,,Twitter for iPhone,7175,115144,FALSE
1.54708E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975420,116,13588,TRUE,2022-07-13 04:53:22+00:00,@Teslarati @ResidentSponge Join our underground movement!,,Twitter for iPhone,899,17226,FALSE
1.54703E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975420,116,13588,TRUE,2022-07-13 01:23:15+00:00,Excited about @NASAWebb potential!,,Twitter for iPhone,5577,98654,FALSE
1.54698E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975417,116,13588,TRUE,2022-07-12 22:10:05+00:00,Oh the irony lol,,Twitter for iPhone,13680,231557,FALSE
1.54696E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,101975417,116,13588,TRUE,2022-07-12 20:39:55+00:00,@ajtourville @Tesla No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore â€?iâ€?https://t.co/uABjD6NBnE,,Twitter for iPhone,717,12404,FALSE
1.54748E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-14 07:10:57+00:00,"@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Most importantly, we need to delete or thermally protect remâ€?https://t.co/B25WNIWBpO",,Twitter for iPhone,648,13701,FALSE
1.54733E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 21:30:40+00:00,@karpathy Thanks for everything you have done for Tesla! It has been an honor working with you.,,Twitter for iPhone,862,28387,FALSE
1.54725E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 16:17:37+00:00,"@SirineAti If testing goes well, as soon as next month",,Twitter for iPhone,328,6099,FALSE
1.54725E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 16:10:58+00:00,@SawyerMerritt Cool,,Twitter for iPhone,320,9851,FALSE
1.54725E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 16:03:08+00:00,Gives whole new meaning to Go Pros!,,Twitter for iPhone,4924,108453,FALSE
1.54725E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 15:49:13+00:00,@SRuhle Imagine if MSNBC did that,,Twitter for iPhone,14977,194557,FALSE
1.54724E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102043697,119,13594,TRUE,2022-07-13 15:15:37+00:00,A+ for cinematography https://t.co/anGjQKbq5W,,Twitter for iPhone,57449,506302,FALSE
1.54792E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 12:14:53+00:00,"@tim_ottawa @teslaownersSV Mars is, admittedly, a fixer upper of a planet",,Twitter for iPhone,200,3871,FALSE
1.54791E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 11:35:07+00:00,@teslaownersSV The scale is ðŸ¤¯ &amp; anyone can visit!,,Twitter for iPhone,887,20464,FALSE
1.54777E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 02:46:31+00:00,@waitbutwhy I wonder if there is a species in the Magellanic Clouds wondering who lives in the big galaxy they orbit,,Twitter for iPhone,1013,20064,FALSE
1.54777E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 02:28:08+00:00,@PPathole @Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Some small tubes &amp; wiring need to be nested in a bâ€?https://t.co/FPhPnSXsky,,Twitter for iPhone,206,3231,FALSE
1.54776E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 02:03:17+00:00,@DJSnM @Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Electric power for booster &amp; ship is needed even whenâ€?https://t.co/HiYwc7JX56,,Twitter for iPhone,182,3521,FALSE
1.54776E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 01:52:52+00:00,@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Enabling engines to take the heat without shrouds might saveâ€?https://t.co/5H34xXlmVV,,Twitter for iPhone,249,4171,FALSE
1.54776E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 01:46:09+00:00,@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 All mass necessitated by an engine design should count as enâ€?https://t.co/yaEeNgSNTM,,Twitter for iPhone,282,4837,FALSE
1.54774E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102131619,119,13602,TRUE,2022-07-15 00:42:42+00:00,Dragon launching in 2 mins https://t.co/DBQDCbBy6B,,Twitter for iPhone,4045,50796,FALSE
1.54812E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-16 01:40:47+00:00,@NASAEarth Global _______,,Twitter for iPhone,1360,28439,FALSE
1.5481E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-16 00:29:24+00:00,@SciGuySpace Cumulative tonnage to orbit this year is the right metric,,Twitter for iPhone,210,4145,FALSE
1.5481E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-16 00:21:30+00:00,@akidesir @SawyerMerritt Write to the @FCC! That would be great.,,Twitter for iPhone,361,3772,FALSE
1.5481E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-16 00:19:41+00:00,@SawyerMerritt Charlie Ergen is trying steal the 12GHz band meant for space Internet. Not cool.,,Twitter for iPhone,375,4011,FALSE
1.54809E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 23:22:11+00:00,@cleantechnica Progress,,Twitter for iPhone,338,7351,FALSE
1.54809E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 23:21:10+00:00,@teslaownersSV @Tesla Weâ€™re making progress with Steam integration. Demo probably next month.,,Twitter for iPhone,1433,28757,FALSE
1.54805E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 21:15:56+00:00,@teslaownersSV @cb_doge Itâ€™s a flat trade,,Twitter for iPhone,133,3064,FALSE
1.54805E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 20:59:37+00:00,"@cb_doge Actually true. Then I suggested to the team that it didnâ€™t need to be quite so pointy, since thatâ€™s just bâ€?https://t.co/fyuFn8Tnmm",,Twitter for iPhone,622,17894,FALSE
1.54805E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 20:57:29+00:00,@BillyM2k @CryptoWhale ðŸ˜‹ bagels,,Twitter for iPhone,246,4904,FALSE
1.54793E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 13:00:42+00:00,"@hohocho If inflation calms down, we can lower prices for cars",,Twitter for iPhone,919,15216,FALSE
1.54792E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102158349,119,13607,TRUE,2022-07-15 12:21:05+00:00,"Mars may be a fixer upper of a planet, but it has great potential!",,Twitter for iPhone,9208,156584,FALSE
1.54909E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102279635,119,13623,TRUE,2022-07-18 17:46:03+00:00,@karpathy Also worth getting a particle counter,,Twitter for iPhone,144,3583,FALSE
1.54909E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102279635,119,13623,TRUE,2022-07-18 17:45:31+00:00,"@OwenSparks_ @karpathy Itâ€™s on the future product list. Especially important in places like Austin, which has next-â€?https://t.co/aQbFmsHDGn",,Twitter for iPhone,260,4583,FALSE
1.54909E+18,Elon Musk,"Mars & Cars, Chips & Dips",2009-06-02 20:12:29+00:00,102279635,119,13623,TRUE,2022-07-18 17:41:25+00:00,@konstructivizm Things will get wild when Andromeda collides with our galaxy!,,Twitter for iPhone,2146,57479,FALSE
1.64671E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 02:41:32+00:00,@zerohedge Dark if true lol,,Twitter for iPhone,1106,24497,FALSE
1.64669E+18,Elon Musk,nothing,2009-06-02 20:12:29+00:00,136268679,240,21798,FALSE,2023-04-14 01:57:22+00:00,@dogeofficialceo Daily Mail has some great headlines ðŸ¤£,,Twitter for iPhone,2739,46681,FALSE
